from	to	weight
SQOR	C4B	1.027748179
C4B	SQOR	1.027748179
SLC1A2	ITGAV	1.027225344
ITGAV	SLC1A2	1.027225344
SQOR	PDXP	1.026162726
PDXP	SQOR	1.026162726
CNTNAP1	BMP2K	1.023211996
BMP2K	CNTNAP1	1.023211996
ANK2	C4B	1.020970792
C4B	ANK2	1.020970792
PTPRC	KRT17	1.020809699
KRT17	PTPRC	1.020809699
CNTNAP1	TMOD2	1.020643432
TMOD2	CNTNAP1	1.020643432
APOL2	ACSS3	1.019099492
ACSS3	APOL2	1.019099492
SQOR	POLD1	1.018965475
POLD1	SQOR	1.018965475
LSAMP	PYCARD	1.018905066
PYCARD	LSAMP	1.018905066
MRAS	TAPT1	1.016612682
TAPT1	MRAS	1.016612682
HCLS1	CA3	1.016040842
CA3	HCLS1	1.016040842
DNM3	LRP1	1.014070908
LRP1	DNM3	1.014070908
KRT17	BMP2K	1.014031915
BMP2K	KRT17	1.014031915
PHYHIP	PYGL	1.013818632
PYGL	PHYHIP	1.013818632
TPPP	TTC39C	1.0134954
TTC39C	TPPP	1.0134954
ITGB2	LRP1B	1.011217646
LRP1B	ITGB2	1.011217646
SQOR	BMP2K	1.010984072
BMP2K	SQOR	1.010984072
SYNM	FCGR1A	1.008581542
FCGR1A	SYNM	1.008581542
TAP1	ACSS3	1.008123911
ACSS3	TAP1	1.008123911
SIRPA	TAP1	1.00771593
TAP1	SIRPA	1.00771593
MRAS	GBP1	1.006972923
GBP1	MRAS	1.006972923
DNM3	TTC39C	1.005634391
TTC39C	DNM3	1.005634391
PYGL	PHLDB1	1.004396559
PHLDB1	PYGL	1.004396559
CNTNAP1	PYCARD	1.001802212
PYCARD	CNTNAP1	1.001802212
MRAS	BMP2K	1.001580093
BMP2K	MRAS	1.001580093
LRP1B	CA3	1.000553965
CA3	LRP1B	1.000553965
HCLS1	ACSS3	1.000336658
ACSS3	HCLS1	1.000336658
PYGL	SAMHD1	0.998536469
SAMHD1	PYGL	0.998536469
DNM3	SAMHD1	0.99789369
SAMHD1	DNM3	0.99789369
SLC1A2	NME5	0.997820539
NME5	SLC1A2	0.997820539
ATP6V1G2	HCLS1	0.997510759
HCLS1	ATP6V1G2	0.997510759
SLC1A2	TPPP	0.996038819
TPPP	SLC1A2	0.996038819
ITGA3	POLD1	0.993406651
POLD1	ITGA3	0.993406651
IGSF8	ITGA3	0.992473927
ITGA3	IGSF8	0.992473927
PTBP1	POLD1	0.991497156
POLD1	PTBP1	0.991497156
ATP6V1G2	BMP2K	0.991324416
BMP2K	ATP6V1G2	0.991324416
TAP1	ZNF579	0.990258149
ZNF579	TAP1	0.990258149
TMOD2	CA3	0.990032815
CA3	TMOD2	0.990032815
DPYSL2	ACSS3	0.988343581
ACSS3	DPYSL2	0.988343581
GBP1	CA3	0.985204313
CA3	GBP1	0.985204313
SYNJ1	TAPT1	0.98451052
TAPT1	SYNJ1	0.98451052
TMOD2	MVP	0.984136144
MVP	TMOD2	0.984136144
NFASC	EHD4	0.982954293
EHD4	NFASC	0.982954293
ATP6V1G2	KRT17	0.982088871
KRT17	ATP6V1G2	0.982088871
CNTNAP1	ACSS3	0.981360509
ACSS3	CNTNAP1	0.981360509
APOL2	SYN3	0.97998528
SYN3	APOL2	0.97998528
MVP	NME5	0.979520442
NME5	MVP	0.979520442
CD74	POLD1	0.978359547
POLD1	CD74	0.978359547
ITGB2	CA3	0.976539942
CA3	ITGB2	0.976539942
DPYSL2	KIF13B	0.976533673
KIF13B	DPYSL2	0.976533673
GBP2	LRP1	0.975949548
LRP1	GBP2	0.975949548
CNTNAP1	ZNF579	0.972269755
ZNF579	CNTNAP1	0.972269755
TMOD2	GBP2	0.971640391
GBP2	TMOD2	0.971640391
IGSF8	TAPT1	0.971064001
TAPT1	IGSF8	0.971064001
PLCB1	PYCARD	0.970359966
PYCARD	PLCB1	0.970359966
CNTNAP1	LRP1	0.968498679
LRP1	CNTNAP1	0.968498679
PYGL	POLD1	0.966849475
POLD1	PYGL	0.966849475
MAP1A	LRP1	0.965962482
LRP1	MAP1A	0.965962482
SYN3	EIF2D	0.965933364
EIF2D	SYN3	0.965933364
FCGR1A	ZNF579	0.964234367
ZNF579	FCGR1A	0.964234367
APBB1IP	TAPT1	0.960875897
TAPT1	APBB1IP	0.960875897
DPP6	SAMHD1	0.959900371
SAMHD1	DPP6	0.959900371
PDXP	TAPT1	0.959700577
TAPT1	PDXP	0.959700577
MAPK1	ZNF579	0.958413107
ZNF579	MAPK1	0.958413107
FCGR1A	KRT17	0.958344166
KRT17	FCGR1A	0.958344166
PYGL	C4B	0.957850973
C4B	PYGL	0.957850973
DPP6	MVP	0.957700192
MVP	DPP6	0.957700192
SQOR	LRP1	0.956555762
LRP1	SQOR	0.956555762
TMOD2	GBP1	0.9565029
GBP1	TMOD2	0.9565029
CYBB	SAMHD1	0.955644401
SAMHD1	CYBB	0.955644401
SIRPA	PTPRC	0.954581456
PTPRC	SIRPA	0.954581456
GBP1	ZNF579	0.954495051
ZNF579	GBP1	0.954495051
EPB41L1	LRP1B	0.95419687
LRP1B	EPB41L1	0.95419687
SLC1A2	ITGA3	0.952976893
ITGA3	SLC1A2	0.952976893
MAPK1	APOL2	0.952251352
APOL2	MAPK1	0.952251352
TAP1	LRP1B	0.951093056
LRP1B	TAP1	0.951093056
TMOD2	ACSS3	0.949818592
ACSS3	TMOD2	0.949818592
NFASC	BMP2K	0.94979319
BMP2K	NFASC	0.94979319
CYBB	ZNF579	0.94878353
ZNF579	CYBB	0.94878353
EPB41L1	NME5	0.948084541
NME5	EPB41L1	0.948084541
SLC1A2	CD74	0.947130826
CD74	SLC1A2	0.947130826
CD74	ACSS3	0.946153218
ACSS3	CD74	0.946153218
ATP6V1G2	ITGA3	0.945377464
ITGA3	ATP6V1G2	0.945377464
ITGA3	PDXP	0.944839114
PDXP	ITGA3	0.944839114
APOL2	SAMHD1	0.942054461
SAMHD1	APOL2	0.942054461
FCER1G	NME5	0.940912312
NME5	FCER1G	0.940912312
TMOD2	APOL2	0.940295246
APOL2	TMOD2	0.940295246
MVP	GBP1	0.939581188
GBP1	MVP	0.939581188
DPYSL2	TAPT1	0.939095599
TAPT1	DPYSL2	0.939095599
TPPP	BMP2K	0.93839213
BMP2K	TPPP	0.93839213
EHD4	SYN3	0.936063766
SYN3	EHD4	0.936063766
MAPK1	CYBB	0.935514675
CYBB	MAPK1	0.935514675
PLCB1	SAMHD1	0.933789846
SAMHD1	PLCB1	0.933789846
TMOD2	PTPRC	0.93240395
PTPRC	TMOD2	0.93240395
SQOR	TTC39C	0.932094214
TTC39C	SQOR	0.932094214
GPM6B	TTC39C	0.930571633
TTC39C	GPM6B	0.930571633
NFASC	KRT17	0.929425775
KRT17	NFASC	0.929425775
SIRT2	NME5	0.92866263
NME5	SIRT2	0.92866263
GBP1	PDXP	0.928324246
PDXP	GBP1	0.928324246
GBP1	EIF2D	0.927761208
EIF2D	GBP1	0.927761208
HLA-DRA	EIF2D	0.926579404
EIF2D	HLA-DRA	0.926579404
LRP1B	KRT17	0.926535605
KRT17	LRP1B	0.926535605
MRAS	SAMHD1	0.925202855
SAMHD1	MRAS	0.925202855
HLA-DRA	ITGAV	0.921466114
ITGAV	HLA-DRA	0.921466114
VIM	FCGR1A	0.921351081
FCGR1A	VIM	0.921351081
GPM6B	PTPRC	0.916090995
PTPRC	GPM6B	0.916090995
SIRT2	EIF2D	0.915478859
EIF2D	SIRT2	0.915478859
SIRT2	TAPT1	0.915452846
TAPT1	SIRT2	0.915452846
CD74	PDXP	0.914792628
PDXP	CD74	0.914792628
GNAO1	LRP1B	0.913101326
LRP1B	GNAO1	0.913101326
TPPP	C4B	0.911047048
C4B	TPPP	0.911047048
HCLS1	ZNF579	0.908710721
ZNF579	HCLS1	0.908710721
ITGA3	LRP1B	0.908233905
LRP1B	ITGA3	0.908233905
GBP2	CA3	0.908107366
CA3	GBP2	0.908107366
LSAMP	LRP1B	0.907099228
LRP1B	LSAMP	0.907099228
CYBB	LRP1B	0.906598358
LRP1B	CYBB	0.906598358
KIF13B	CA3	0.906360332
CA3	KIF13B	0.906360332
MVP	ITGAV	0.904505616
ITGAV	MVP	0.904505616
EHD4	TAPT1	0.900680695
TAPT1	EHD4	0.900680695
CYBB	BMP2K	0.897788815
BMP2K	CYBB	0.897788815
ATP6V1G2	ACSS3	0.897208384
ACSS3	ATP6V1G2	0.897208384
TMOD2	NME5	0.897140433
NME5	TMOD2	0.897140433
MRAS	SYNM	0.896303954
SYNM	MRAS	0.896303954
CNTNAP1	PTPRC	0.896280033
PTPRC	CNTNAP1	0.896280033
C4B	CA3	0.895171779
CA3	C4B	0.895171779
FCER1G	POLD1	0.89513262
POLD1	FCER1G	0.89513262
IGSF8	LRP1	0.895068826
LRP1	IGSF8	0.895068826
SIRPA	SERPINB8	0.892484567
SERPINB8	SIRPA	0.892484567
HCLS1	LRP1B	0.89242796
LRP1B	HCLS1	0.89242796
GNAO1	TTC39C	0.89055282
TTC39C	GNAO1	0.89055282
GNAQ	HCLS1	0.890273636
HCLS1	GNAQ	0.890273636
ITGB2	POLD1	0.886977727
POLD1	ITGB2	0.886977727
CNP	CA3	0.886097542
CA3	CNP	0.886097542
HLA-DRA	BMP2K	0.885266125
BMP2K	HLA-DRA	0.885266125
SIRPA	PSMB10	0.885088352
PSMB10	SIRPA	0.885088352
MAP1A	SERPINB8	0.885057129
SERPINB8	MAP1A	0.885057129
EPB41L1	FCGR1A	0.883970418
FCGR1A	EPB41L1	0.883970418
LRP1	ZNF579	0.883647464
ZNF579	LRP1	0.883647464
ATP6V1G2	SQOR	0.882069595
SQOR	ATP6V1G2	0.882069595
LSAMP	KIF13B	0.881400162
KIF13B	LSAMP	0.881400162
CAMK2G	ACSS3	0.880753859
ACSS3	CAMK2G	0.880753859
GBP2	POLD1	0.880713435
POLD1	GBP2	0.880713435
RAP2A	CA3	0.879881152
CA3	RAP2A	0.879881152
RAP2A	PDXP	0.878904325
PDXP	RAP2A	0.878904325
DPYSL2	PYCARD	0.878103409
PYCARD	DPYSL2	0.878103409
GNAO1	PSMB10	0.877884771
PSMB10	GNAO1	0.877884771
PLCB1	GBP1	0.8769014
GBP1	PLCB1	0.8769014
SIRPA	LRP1	0.876227676
LRP1	SIRPA	0.876227676
ITGAV	EIF2D	0.875789654
EIF2D	ITGAV	0.875789654
CNTNAP1	LRP1B	0.874332073
LRP1B	CNTNAP1	0.874332073
DPYSL2	EIF2D	0.874226121
EIF2D	DPYSL2	0.874226121
ITGA3	KRT17	0.87216662
KRT17	ITGA3	0.87216662
FCER1G	BMP2K	0.87113944
BMP2K	FCER1G	0.87113944
SIRT2	ZNF579	0.869039075
ZNF579	SIRT2	0.869039075
GNAQ	PSMB10	0.866755606
PSMB10	GNAQ	0.866755606
GPM6B	PHLDB1	0.86632311
PHLDB1	GPM6B	0.86632311
SYNJ1	TAP1	0.865130363
TAP1	SYNJ1	0.865130363
PTPRC	TTC39C	0.864544854
TTC39C	PTPRC	0.864544854
ITGAV	SYNM	0.864318146
SYNM	ITGAV	0.864318146
GBP2	C4B	0.864316547
C4B	GBP2	0.864316547
MAP1A	GBP1	0.864045869
GBP1	MAP1A	0.864045869
CAMK2G	TTC39C	0.863652362
TTC39C	CAMK2G	0.863652362
PLCB1	ACSS3	0.863216814
ACSS3	PLCB1	0.863216814
IGSF8	LRP1B	0.863048636
LRP1B	IGSF8	0.863048636
HLA-DRA	POLD1	0.858995115
POLD1	HLA-DRA	0.858995115
ITGAV	BMP2K	0.858605864
BMP2K	ITGAV	0.858605864
PTBP1	CD74	0.857558613
CD74	PTBP1	0.857558613
GNAQ	NME5	0.856677293
NME5	GNAQ	0.856677293
NFASC	ZNF579	0.856139362
ZNF579	NFASC	0.856139362
PYGL	KRT17	0.854879156
KRT17	PYGL	0.854879156
PSMB10	PHLDB1	0.85403875
PHLDB1	PSMB10	0.85403875
TMOD2	C4B	0.852691284
C4B	TMOD2	0.852691284
CNTNAP1	MVP	0.852497789
MVP	CNTNAP1	0.852497789
MRAS	CYBB	0.851797988
CYBB	MRAS	0.851797988
PHLDB1	C4B	0.851498866
C4B	PHLDB1	0.851498866
PSMB10	POLD1	0.850547088
POLD1	PSMB10	0.850547088
EHD4	KRT17	0.849667349
KRT17	EHD4	0.849667349
FCER1G	ZNF579	0.848355514
ZNF579	FCER1G	0.848355514
SYNJ1	ACSS3	0.84823305
ACSS3	SYNJ1	0.84823305
MVP	TAPT1	0.845913324
TAPT1	MVP	0.845913324
GBP1	BMP2K	0.844621213
BMP2K	GBP1	0.844621213
VIM	EHD4	0.844614697
EHD4	VIM	0.844614697
SYNJ1	ITGB2	0.843885692
ITGB2	SYNJ1	0.843885692
SIRT2	CA3	0.840574591
CA3	SIRT2	0.840574591
MRAS	FCGR1A	0.840488926
FCGR1A	MRAS	0.840488926
HCLS1	ITGAV	0.836579101
ITGAV	HCLS1	0.836579101
NFASC	TAP1	0.836480724
TAP1	NFASC	0.836480724
MRAS	ITGA3	0.835209424
ITGA3	MRAS	0.835209424
PYCARD	TTC39C	0.834466253
TTC39C	PYCARD	0.834466253
SQOR	KIF13B	0.834323277
KIF13B	SQOR	0.834323277
EHD4	EIF2D	0.834152096
EIF2D	EHD4	0.834152096
DPP6	ITGA3	0.833597866
ITGA3	DPP6	0.833597866
SIRPA	VIM	0.833058711
VIM	SIRPA	0.833058711
LSAMP	HCLS1	0.833022496
HCLS1	LSAMP	0.833022496
GNAQ	EIF2D	0.831476905
EIF2D	GNAQ	0.831476905
DPP6	PYCARD	0.830725182
PYCARD	DPP6	0.830725182
CNP	EHD4	0.829223425
EHD4	CNP	0.829223425
TMOD2	TAP1	0.82873546
TAP1	TMOD2	0.82873546
PLCB1	ITGB2	0.827513922
ITGB2	PLCB1	0.827513922
EHD4	ZNF579	0.827076182
ZNF579	EHD4	0.827076182
PYCARD	C4B	0.826680812
C4B	PYCARD	0.826680812
SQOR	ZNF579	0.825988033
ZNF579	SQOR	0.825988033
MAPK1	PYCARD	0.825500841
PYCARD	MAPK1	0.825500841
MAPK1	SAMHD1	0.825348812
SAMHD1	MAPK1	0.825348812
NFASC	PTPRC	0.823741291
PTPRC	NFASC	0.823741291
DPP6	LRP1	0.823342222
LRP1	DPP6	0.823342222
MAPK1	CD74	0.823066931
CD74	MAPK1	0.823066931
DPP6	ACSS3	0.822979553
ACSS3	DPP6	0.822979553
MRAS	CA3	0.822859061
CA3	MRAS	0.822859061
APBB1IP	POLD1	0.819862891
POLD1	APBB1IP	0.819862891
GNAO1	TAPT1	0.819420709
TAPT1	GNAO1	0.819420709
TAP1	SYN3	0.819164859
SYN3	TAP1	0.819164859
SYNJ1	MVP	0.818736388
MVP	SYNJ1	0.818736388
RAP2A	EHD4	0.818047043
EHD4	RAP2A	0.818047043
SLC1A2	BMP2K	0.818021789
BMP2K	SLC1A2	0.818021789
PTBP1	ITGAV	0.817179061
ITGAV	PTBP1	0.817179061
TMOD2	FCER1G	0.815584854
FCER1G	TMOD2	0.815584854
MRAS	APOL2	0.814643556
APOL2	MRAS	0.814643556
SIRPA	SYNM	0.813312974
SYNM	SIRPA	0.813312974
PSMB10	TTC39C	0.813014034
TTC39C	PSMB10	0.813014034
PTBP1	SERPINB8	0.812857481
SERPINB8	PTBP1	0.812857481
SYNJ1	KRT17	0.812332829
KRT17	SYNJ1	0.812332829
LSAMP	C4B	0.812055961
C4B	LSAMP	0.812055961
LRP1	NME5	0.811035161
NME5	LRP1	0.811035161
PDXP	CA3	0.810453586
CA3	PDXP	0.810453586
PHYHIP	ITGA3	0.809789721
ITGA3	PHYHIP	0.809789721
ATP6V1G2	EHD4	0.809037952
EHD4	ATP6V1G2	0.809037952
SYNJ1	POLD1	0.808723745
POLD1	SYNJ1	0.808723745
PHYHIP	NME5	0.808526457
NME5	PHYHIP	0.808526457
NFASC	CA3	0.806113064
CA3	NFASC	0.806113064
PLCB1	CYBB	0.805599059
CYBB	PLCB1	0.805599059
ANK2	NME5	0.805127831
NME5	ANK2	0.805127831
CAMK2G	SERPINB8	0.804993997
SERPINB8	CAMK2G	0.804993997
LRP1	BMP2K	0.80450286
BMP2K	LRP1	0.80450286
FCGR1A	TTC39C	0.804380612
TTC39C	FCGR1A	0.804380612
EPB41L1	SAMHD1	0.803007291
SAMHD1	EPB41L1	0.803007291
PTBP1	KIF13B	0.802992083
KIF13B	PTBP1	0.802992083
DPP6	KRT17	0.802498502
KRT17	DPP6	0.802498502
GPM6B	EIF2D	0.801846755
EIF2D	GPM6B	0.801846755
EPB41L1	PYCARD	0.801636822
PYCARD	EPB41L1	0.801636822
SERPINB8	ITGAV	0.801122672
ITGAV	SERPINB8	0.801122672
SIRT2	PHLDB1	0.800675661
PHLDB1	SIRT2	0.800675661
CNTNAP1	PYGL	0.800616032
PYGL	CNTNAP1	0.800616032
SYN3	TAPT1	0.800527036
TAPT1	SYN3	0.800527036
MAPK1	APBB1IP	0.799845773
APBB1IP	MAPK1	0.799845773
ANK2	VIM	0.798434481
VIM	ANK2	0.798434481
MAPK1	KIF13B	0.796513482
KIF13B	MAPK1	0.796513482
ITGA3	ACSS3	0.793722301
ACSS3	ITGA3	0.793722301
APOL2	PDXP	0.793297005
PDXP	APOL2	0.793297005
PLCB1	PTPRC	0.790504681
PTPRC	PLCB1	0.790504681
NFASC	GBP1	0.790260536
GBP1	NFASC	0.790260536
CD74	LRP1B	0.788728183
LRP1B	CD74	0.788728183
GBP1	POLD1	0.788680665
POLD1	GBP1	0.788680665
APOL2	EIF2D	0.7877608
EIF2D	APOL2	0.7877608
GNAQ	ACSS3	0.787712372
ACSS3	GNAQ	0.787712372
ITGAV	NME5	0.786974122
NME5	ITGAV	0.786974122
DNM3	EIF2D	0.785228705
EIF2D	DNM3	0.785228705
PTBP1	VIM	0.785106502
VIM	PTBP1	0.785106502
ATP1A1	EIF2D	0.783904586
EIF2D	ATP1A1	0.783904586
ANK2	ITGAV	0.78283763
ITGAV	ANK2	0.78283763
ANK2	APOL2	0.781489229
APOL2	ANK2	0.781489229
ATP6V1G2	EIF2D	0.779262778
EIF2D	ATP6V1G2	0.779262778
GNB1	VIM	0.777456905
VIM	GNB1	0.777456905
CNP	TAPT1	0.776846712
TAPT1	CNP	0.776846712
SYNJ1	PYCARD	0.775845877
PYCARD	SYNJ1	0.775845877
SLC1A2	POLD1	0.773159858
POLD1	SLC1A2	0.773159858
MAPK1	LRP1	0.772837192
LRP1	MAPK1	0.772837192
GNB1	TAP1	0.771172535
TAP1	GNB1	0.771172535
PTPRC	TAPT1	0.770716811
TAPT1	PTPRC	0.770716811
HLA-DRA	LRP1B	0.770516349
LRP1B	HLA-DRA	0.770516349
KIF13B	C4B	0.769253141
C4B	KIF13B	0.769253141
PHLDB1	PYCARD	0.769233193
PYCARD	PHLDB1	0.769233193
PTBP1	PHLDB1	0.768454641
PHLDB1	PTBP1	0.768454641
GNAQ	C4B	0.767764744
C4B	GNAQ	0.767764744
SAMHD1	PDXP	0.766551817
PDXP	SAMHD1	0.766551817
CNP	PHLDB1	0.766508518
PHLDB1	CNP	0.766508518
CNP	ZNF579	0.766174089
ZNF579	CNP	0.766174089
TMOD2	CD74	0.765754084
CD74	TMOD2	0.765754084
PTBP1	LRP1B	0.764836439
LRP1B	PTBP1	0.764836439
PTBP1	GBP1	0.764818835
GBP1	PTBP1	0.764818835
ANK2	PHLDB1	0.764690728
PHLDB1	ANK2	0.764690728
MRAS	EHD4	0.763969964
EHD4	MRAS	0.763969964
ITGA3	NME5	0.763137026
NME5	ITGA3	0.763137026
PTBP1	APBB1IP	0.762854915
APBB1IP	PTBP1	0.762854915
SIRPA	BMP2K	0.762296546
BMP2K	SIRPA	0.762296546
EPB41L1	CA3	0.762097655
CA3	EPB41L1	0.762097655
DNM3	CA3	0.761836705
CA3	DNM3	0.761836705
PHLDB1	ITGB2	0.761743754
ITGB2	PHLDB1	0.761743754
CAMK2G	GBP1	0.761260004
GBP1	CAMK2G	0.761260004
SYNJ1	HCLS1	0.760814849
HCLS1	SYNJ1	0.760814849
MRAS	NME5	0.760607539
NME5	MRAS	0.760607539
MAP1A	APOL2	0.760214187
APOL2	MAP1A	0.760214187
SIRT2	CD74	0.758862521
CD74	SIRT2	0.758862521
SIRPA	LRP1B	0.758414726
LRP1B	SIRPA	0.758414726
ITGB2	ZNF579	0.758021988
ZNF579	ITGB2	0.758021988
SERPINB8	EIF2D	0.75801249
EIF2D	SERPINB8	0.75801249
ATP6V1G2	PTPRC	0.757362356
PTPRC	ATP6V1G2	0.757362356
LSAMP	GBP2	0.756564328
GBP2	LSAMP	0.756564328
CD74	SYN3	0.756384145
SYN3	CD74	0.756384145
GNAQ	PYCARD	0.756200702
PYCARD	GNAQ	0.756200702
SQOR	SYNM	0.755960225
SYNM	SQOR	0.755960225
PYGL	LRP1B	0.755529622
LRP1B	PYGL	0.755529622
GNB1	SQOR	0.755146103
SQOR	GNB1	0.755146103
HCLS1	TAPT1	0.75508819
TAPT1	HCLS1	0.75508819
CNTNAP1	SAMHD1	0.754761564
SAMHD1	CNTNAP1	0.754761564
SYNM	NME5	0.752913759
NME5	SYNM	0.752913759
PHLDB1	FCER1G	0.752591358
FCER1G	PHLDB1	0.752591358
GNAO1	CD74	0.752184419
CD74	GNAO1	0.752184419
TMOD2	POLD1	0.751022338
POLD1	TMOD2	0.751022338
MRAS	LRP1	0.748767279
LRP1	MRAS	0.748767279
DPP6	ITGAV	0.747796042
ITGAV	DPP6	0.747796042
ATP1A1	LRP1	0.746826057
LRP1	ATP1A1	0.746826057
PLCB1	POLD1	0.746799371
POLD1	PLCB1	0.746799371
GNB1	ZNF579	0.745078098
ZNF579	GNB1	0.745078098
ATP6V1G2	ITGB2	0.744762641
ITGB2	ATP6V1G2	0.744762641
ANK2	SERPINB8	0.743987466
SERPINB8	ANK2	0.743987466
RAP2A	GBP1	0.743533677
GBP1	RAP2A	0.743533677
EHD4	C4B	0.740437655
C4B	EHD4	0.740437655
MRAS	PYCARD	0.739923459
PYCARD	MRAS	0.739923459
TPPP	TAP1	0.738531907
TAP1	TPPP	0.738531907
MVP	KIF13B	0.73691538
KIF13B	MVP	0.73691538
SERPINB8	ZNF579	0.735943586
ZNF579	SERPINB8	0.735943586
DPP6	PSMB10	0.733997875
PSMB10	DPP6	0.733997875
TPPP	EHD4	0.733647011
EHD4	TPPP	0.733647011
DPYSL2	C4B	0.73354735
C4B	DPYSL2	0.73354735
NFASC	POLD1	0.733448603
POLD1	NFASC	0.733448603
CD74	PHLDB1	0.733448236
PHLDB1	CD74	0.733448236
GBP2	NME5	0.73289586
NME5	GBP2	0.73289586
SIRPA	ITGB2	0.732298511
ITGB2	SIRPA	0.732298511
TMOD2	SYNM	0.731948469
SYNM	TMOD2	0.731948469
ITGB2	ACSS3	0.730448725
ACSS3	ITGB2	0.730448725
GNAO1	TAP1	0.730176075
TAP1	GNAO1	0.730176075
TPPP	POLD1	0.729016231
POLD1	TPPP	0.729016231
CNP	ITGA3	0.728643875
ITGA3	CNP	0.728643875
TMOD2	CYBB	0.727774323
CYBB	TMOD2	0.727774323
TMOD2	EIF2D	0.727554526
EIF2D	TMOD2	0.727554526
LSAMP	KRT17	0.726788743
KRT17	LSAMP	0.726788743
MAPK1	TAPT1	0.726352142
TAPT1	MAPK1	0.726352142
PLCB1	EIF2D	0.725506566
EIF2D	PLCB1	0.725506566
TPPP	MVP	0.723973385
MVP	TPPP	0.723973385
NFASC	HCLS1	0.723578924
HCLS1	NFASC	0.723578924
GNAQ	TAP1	0.723515436
TAP1	GNAQ	0.723515436
PTBP1	FCER1G	0.721631519
FCER1G	PTBP1	0.721631519
APOL2	CA3	0.720227323
CA3	APOL2	0.720227323
TPPP	SQOR	0.720081298
SQOR	TPPP	0.720081298
ATP6V1G2	LRP1	0.719911326
LRP1	ATP6V1G2	0.719911326
PTBP1	FCGR1A	0.719614078
FCGR1A	PTBP1	0.719614078
TMOD2	BMP2K	0.718515717
BMP2K	TMOD2	0.718515717
C4B	TAPT1	0.717909228
TAPT1	C4B	0.717909228
DPYSL2	PYGL	0.717850506
PYGL	DPYSL2	0.717850506
MAP1A	PYCARD	0.716378328
PYCARD	MAP1A	0.716378328
TMOD2	PSMB10	0.715455841
PSMB10	TMOD2	0.715455841
ITGAV	KRT17	0.714484885
KRT17	ITGAV	0.714484885
TMOD2	PDXP	0.714323792
PDXP	TMOD2	0.714323792
GPM6B	CA3	0.713670082
CA3	GPM6B	0.713670082
MVP	EIF2D	0.713023692
EIF2D	MVP	0.713023692
MAPK1	PTPRC	0.710449006
PTPRC	MAPK1	0.710449006
DNM3	FCGR1A	0.70620228
FCGR1A	DNM3	0.70620228
LSAMP	PYGL	0.706198869
PYGL	LSAMP	0.706198869
DNM3	KRT17	0.705155838
KRT17	DNM3	0.705155838
CNTNAP1	APOL2	0.704408851
APOL2	CNTNAP1	0.704408851
GPM6B	FCER1G	0.704343688
FCER1G	GPM6B	0.704343688
PLCB1	CA3	0.703066535
CA3	PLCB1	0.703066535
GNB1	PHLDB1	0.70272453
PHLDB1	GNB1	0.70272453
GNB1	HCLS1	0.701603504
HCLS1	GNB1	0.701603504
TMOD2	VIM	0.699205775
VIM	TMOD2	0.699205775
ANK2	ITGA3	0.695568137
ITGA3	ANK2	0.695568137
KIF13B	BMP2K	0.694772684
BMP2K	KIF13B	0.694772684
TPPP	PYCARD	0.694488885
PYCARD	TPPP	0.694488885
GPM6B	TAP1	0.694332867
TAP1	GPM6B	0.694332867
DPYSL2	ZNF579	0.693854
ZNF579	DPYSL2	0.693854
PHLDB1	PDXP	0.693820993
PDXP	PHLDB1	0.693820993
PSMB10	ITGAV	0.692857803
ITGAV	PSMB10	0.692857803
PHYHIP	LRP1B	0.692228352
LRP1B	PHYHIP	0.692228352
ANK2	ZNF579	0.692115122
ZNF579	ANK2	0.692115122
CAMK2G	C4B	0.690830053
C4B	CAMK2G	0.690830053
DNM3	GBP2	0.689760997
GBP2	DNM3	0.689760997
PLCB1	ITGA3	0.689027277
ITGA3	PLCB1	0.689027277
SIRT2	PYCARD	0.688278982
PYCARD	SIRT2	0.688278982
TAP1	NME5	0.687613728
NME5	TAP1	0.687613728
CNTNAP1	GBP1	0.687149267
GBP1	CNTNAP1	0.687149267
HCLS1	NME5	0.685504548
NME5	HCLS1	0.685504548
PHYHIP	ACSS3	0.684984008
ACSS3	PHYHIP	0.684984008
LSAMP	POLD1	0.68485427
POLD1	LSAMP	0.68485427
CD74	KRT17	0.684006699
KRT17	CD74	0.684006699
IGSF8	VIM	0.683474391
VIM	IGSF8	0.683474391
SQOR	ACSS3	0.680788006
ACSS3	SQOR	0.680788006
DPP6	TAPT1	0.680204307
TAPT1	DPP6	0.680204307
CNP	ACSS3	0.678351924
ACSS3	CNP	0.678351924
GNAO1	C4B	0.677464705
C4B	GNAO1	0.677464705
TPPP	LRP1B	0.677085128
LRP1B	TPPP	0.677085128
TMOD2	PHLDB1	0.676650407
PHLDB1	TMOD2	0.676650407
DPYSL2	SERPINB8	0.6762838
SERPINB8	DPYSL2	0.6762838
SAMHD1	CA3	0.675408712
CA3	SAMHD1	0.675408712
CNTNAP1	GBP2	0.674300188
GBP2	CNTNAP1	0.674300188
GNB1	EIF2D	0.672423671
EIF2D	GNB1	0.672423671
CAMK2G	PYCARD	0.672124783
PYCARD	CAMK2G	0.672124783
PLCB1	EHD4	0.671841735
EHD4	PLCB1	0.671841735
ANK2	ITGB2	0.67156056
ITGB2	ANK2	0.67156056
RAP2A	MVP	0.671251381
MVP	RAP2A	0.671251381
GBP2	SAMHD1	0.671085705
SAMHD1	GBP2	0.671085705
SIRPA	APBB1IP	0.670681613
APBB1IP	SIRPA	0.670681613
